年,週,就診類別,年齡別,county,NHIAcute,健保就診總人次
2010,48,住院,0-4,金門縣,2,6
2010,48,住院,0-4,南投縣,0,32
2010,48,住院,0-4,屏東縣,0,20
2010,48,住院,0-4,苗栗縣,0,4
2010,48,住院,0-4,桃園市,0,277
2010,48,住院,0-4,高雄市,0,201
2010,48,住院,0-4,基隆市,0,40
2010,48,住院,0-4,連江縣,0,1
2010,48,住院,0-4,雲林縣,1,9
2010,48,住院,0-4,新北市,2,94
2010,48,住院,0-4,新竹市,6,57
2010,48,住院,0-4,新竹縣,0,27
2010,48,住院,0-4,嘉義市,0,19
2010,48,住院,0-4,嘉義縣,0,24
2010,48,住院,0-4,彰化縣,4,159
2010,48,住院,15-24,台中市,1,228
2010,48,住院,15-24,台北市,4,347
2010,48,住院,15-24,台東縣,1,14
2010,48,住院,15-24,台南市,1,74
2010,48,住院,15-24,宜蘭縣,0,60
2010,48,住院,15-24,花蓮縣,0,11
2010,48,住院,15-24,金門縣,1,3
2010,48,住院,15-24,南投縣,1,16
2010,48,住院,15-24,屏東縣,0,56
2010,48,住院,15-24,苗栗縣,0,21
2010,48,住院,15-24,桃園市,4,216
2010,48,住院,15-24,高雄市,6,228
2010,48,住院,15-24,基隆市,2,22
2010,48,住院,15-24,連江縣,0,3
2010,48,住院,15-24,雲林縣,11,21
2010,48,住院,15-24,新北市,13,150
2010,48,住院,15-24,新竹市,1,42
2010,48,住院,15-24,新竹縣,0,23
2010,48,住院,15-24,嘉義市,1,20
2010,48,住院,15-24,嘉義縣,0,22
2010,48,住院,15-24,彰化縣,3,124
2010,48,住院,25-64,台中市,15,2077
2010,48,住院,25-64,台北市,26,4988
2010,48,住院,25-64,台東縣,1,160
2010,48,住院,25-64,台南市,11,1153
2010,48,住院,25-64,宜蘭縣,0,520
2010,48,住院,25-64,花蓮縣,0,206
2010,48,住院,25-64,金門縣,0,26
2010,48,住院,25-64,南投縣,9,180
2010,48,住院,25-64,屏東縣,1,473
2010,48,住院,25-64,苗栗縣,0,161
2010,48,住院,25-64,桃園市,9,2091
2010,48,住院,25-64,高雄市,36,2550
2010,48,住院,25-64,基隆市,9,381
2010,48,住院,25-64,連江縣,0,2
2010,48,住院,25-64,雲林縣,17,296
2010,48,住院,25-64,新北市,60,1595
2010,48,住院,25-64,新竹市,1,423
2010,48,住院,25-64,新竹縣,1,162
2010,48,住院,25-64,嘉義市,3,289
2010,48,住院,25-64,嘉義縣,1,343
2010,48,住院,25-64,彰化縣,16,1171
2010,48,住院,25-64,澎湖縣,0,13
2010,48,住院,5-14,台中市,1,148
2010,48,住院,5-14,台北市,9,268
2010,48,住院,5-14,台東縣,0,13
2010,48,住院,5-14,台南市,0,35
2010,48,住院,5-14,宜蘭縣,0,68
2010,48,住院,5-14,花蓮縣,0,9
2010,48,住院,5-14,金門縣,0,4
2010,48,住院,5-14,南投縣,1,15
2010,48,住院,5-14,屏東縣,0,20
2010,48,住院,5-14,苗栗縣,0,6
2010,48,住院,5-14,桃園市,0,149
2010,48,住院,5-14,高雄市,0,146
2010,48,住院,5-14,基隆市,0,33
2010,48,住院,5-14,雲林縣,0,5
2010,48,住院,5-14,新北市,2,60
2010,48,住院,5-14,新竹市,1,19
2010,48,住院,5-14,新竹縣,0,17
2010,48,住院,5-14,嘉義市,0,7
2010,48,住院,5-14,嘉義縣,0,19
2010,48,住院,5-14,彰化縣,2,88
2010,48,住院,5-14,澎湖縣,0,1
2010,48,住院,65+,台中市,3,1124
2010,48,住院,65+,台北市,7,3058
2010,48,住院,65+,台東縣,1,114
2010,48,住院,65+,台南市,1,584
2010,48,住院,65+,宜蘭縣,0,406
2010,48,住院,65+,花蓮縣,0,109
2010,48,住院,65+,金門縣,0,19
2010,48,住院,65+,南投縣,0,160
2010,48,住院,65+,屏東縣,0,278
2010,48,住院,65+,苗栗縣,0,171
2010,48,住院,65+,桃園市,0,1162
2010,48,住院,65+,高雄市,2,1327
2010,48,住院,65+,基隆市,0,288
2010,48,住院,65+,連江縣,0,2
2010,48,住院,65+,雲林縣,0,217
2010,48,住院,65+,新北市,6,808
2010,48,住院,65+,新竹市,1,289
2010,48,住院,65+,新竹縣,0,105
2010,48,住院,65+,嘉義市,0,121
2010,48,住院,65+,嘉義縣,0,301
2010,48,住院,65+,彰化縣,3,853
2010,48,住院,65+,澎湖縣,0,6
2010,48,門診,0-4,台中市,10664,54717
2010,48,門診,0-4,台北市,7310,32058
2010,48,門診,0-4,台東縣,1229,2417
2010,48,門診,0-4,台南市,5956,32445
2010,48,門診,0-4,宜蘭縣,2285,6919
2010,48,門診,0-4,花蓮縣,1057,4991
2010,48,門診,0-4,金門縣,331,1308
2010,48,門診,0-4,南投縣,2179,8915
2010,48,門診,0-4,屏東縣,2740,12830
2010,48,門診,0-4,苗栗縣,2149,8646
2010,48,門診,0-4,桃園市,7928,36208
2010,48,門診,0-4,高雄市,10640,44427
2010,48,門診,0-4,基隆市,958,4898
2010,48,門診,0-4,連江縣,4,55
2010,48,門診,0-4,雲林縣,2752,12647
2010,48,門診,0-4,新北市,17377,63067
2010,48,門診,0-4,新竹市,1728,10021
2010,48,門診,0-4,新竹縣,2617,9769
2010,48,門診,0-4,嘉義市,1533,8288
2010,48,門診,0-4,嘉義縣,1244,4761
2010,48,門診,0-4,彰化縣,4971,25425
2010,48,門診,0-4,澎湖縣,155,1427
2010,48,門診,15-24,台中市,7534,54419
2010,48,門診,15-24,台北市,6197,42900
2010,48,門診,15-24,台東縣,433,1730
2010,48,門診,15-24,台南市,3881,32835
2010,48,門診,15-24,宜蘭縣,956,5721
2010,48,門診,15-24,花蓮縣,615,5029
2010,48,門診,15-24,金門縣,271,1449
2010,48,門診,15-24,南投縣,993,6273
2010,48,門診,15-24,屏東縣,1833,11793
2010,48,門診,15-24,苗栗縣,1121,7022
2010,48,門診,15-24,桃園市,4286,31435
2010,48,門診,15-24,高雄市,6604,48110
2010,48,門診,15-24,基隆市,999,5733
2010,48,門診,15-24,連江縣,24,269
2010,48,門診,15-24,雲林縣,1430,9761
2010,48,門診,15-24,新北市,10450,60999
2010,48,門診,15-24,新竹市,1013,8542
2010,48,門診,15-24,新竹縣,1206,6166
2010,48,門診,15-24,嘉義市,651,7626
2010,48,門診,15-24,嘉義縣,1044,4685
2010,48,門診,15-24,彰化縣,2557,19134
2010,48,門診,15-24,澎湖縣,212,2041
2010,48,門診,25-64,台中市,31315,325100
2010,48,門診,25-64,台北市,28339,325664
2010,48,門診,25-64,台東縣,2160,17333
2010,48,門診,25-64,台南市,17933,214878
2010,48,門診,25-64,宜蘭縣,4380,42689
2010,48,門診,25-64,花蓮縣,2975,35400
2010,48,門診,25-64,金門縣,957,7294
2010,48,門診,25-64,南投縣,5157,48096
2010,48,門診,25-64,屏東縣,8310,84308
2010,48,門診,25-64,苗栗縣,5169,47572
2010,48,門診,25-64,桃園市,18424,202232
2010,48,門診,25-64,高雄市,32637,348406
2010,48,門診,25-64,基隆市,4651,42600
2010,48,門診,25-64,連江縣,24,521
2010,48,門診,25-64,雲林縣,7154,70454
2010,48,門診,25-64,新北市,50783,390142
2010,48,門診,25-64,新竹市,4264,54264
2010,48,門診,25-64,新竹縣,5551,38783
2010,48,門診,25-64,嘉義市,3303,53535
2010,48,門診,25-64,嘉義縣,4396,38187
2010,48,門診,25-64,彰化縣,11839,127682
2010,48,門診,25-64,澎湖縣,897,14157
2010,48,門診,5-14,台中市,12368,73073
2010,48,門診,5-14,台北市,9636,48776
2010,48,門診,5-14,台東縣,1230,3226
2010,48,門診,5-14,台南市,6951,41286
2010,48,門診,5-14,宜蘭縣,2443,9316
2010,48,門診,5-14,花蓮縣,1268,6732
2010,48,門診,5-14,金門縣,469,1839
2010,48,門診,5-14,南投縣,2565,11950
2010,48,門診,5-14,屏東縣,3534,17672
2010,48,門診,5-14,苗栗縣,2328,10453
2010,48,門診,5-14,桃園市,8108,46791
2010,48,門診,5-14,高雄市,12453,63957
2010,48,門診,5-14,基隆市,1307,7602
2010,48,門診,5-14,連江縣,14,113
2010,48,門診,5-14,雲林縣,3379,17179
2010,48,門診,5-14,新北市,19924,86641
2010,48,門診,5-14,新竹市,1627,11865
2010,48,門診,5-14,新竹縣,2641,11429
2010,48,門診,5-14,嘉義市,1709,11327
2010,48,門診,5-14,嘉義縣,2012,7907
2010,48,門診,5-14,彰化縣,5500,32108
2010,48,門診,5-14,澎湖縣,321,2606
2010,48,門診,65+,台中市,6831,108168
2010,48,門診,65+,台北市,6961,143989
2010,48,門診,65+,台東縣,1041,10874
2010,48,門診,65+,台南市,5357,94519
2010,48,門診,65+,宜蘭縣,1725,26164
2010,48,門診,65+,花蓮縣,1156,18271
2010,48,門診,65+,金門縣,274,3120
2010,48,門診,65+,南投縣,2057,26263
2010,48,門診,65+,屏東縣,3570,48195
2010,48,門診,65+,苗栗縣,1538,25799
2010,48,門診,65+,桃園市,4063,68499
2010,48,門診,65+,高雄市,8994,140758
2010,48,門診,65+,基隆市,1680,20372
2010,48,門診,65+,連江縣,5,149
2010,48,門診,65+,雲林縣,2570,40182
2010,48,門診,65+,新北市,9758,109806
2010,48,門診,65+,新竹市,894,17853
2010,48,門診,65+,新竹縣,1265,15899
2010,48,門診,65+,嘉義市,1041,24361
2010,48,門診,65+,嘉義縣,2244,27925
2010,48,門診,65+,彰化縣,3494,58853
2010,48,門診,65+,澎湖縣,333,8324
2010,49,住院,0-4,台中市,1,170
2010,49,住院,0-4,台北市,16,384
2010,49,住院,0-4,台東縣,0,19
2010,49,住院,0-4,台南市,0,34
2010,49,住院,0-4,宜蘭縣,1,108
2010,49,住院,0-4,花蓮縣,0,14
2010,49,住院,0-4,金門縣,3,10
2010,49,住院,0-4,南投縣,0,27
2010,49,住院,0-4,屏東縣,2,39
2010,49,住院,0-4,苗栗縣,0,3
2010,49,住院,0-4,桃園市,1,252
2010,49,住院,0-4,高雄市,0,180
2010,49,住院,0-4,基隆市,0,42
2010,49,住院,0-4,雲林縣,0,7
2010,49,住院,0-4,新北市,0,84
2010,49,住院,0-4,新竹市,1,77
2010,49,住院,0-4,新竹縣,0,21
2010,49,住院,0-4,嘉義市,0,26
2010,49,住院,0-4,嘉義縣,1,46
2010,49,住院,0-4,彰化縣,5,174
2010,49,住院,15-24,台中市,1,217
2010,49,住院,15-24,台北市,4,345
2010,49,住院,15-24,台東縣,0,17
2010,49,住院,15-24,台南市,2,68
2010,49,住院,15-24,宜蘭縣,1,63
2010,49,住院,15-24,花蓮縣,0,21
2010,49,住院,15-24,金門縣,0,5
2010,49,住院,15-24,南投縣,2,22
2010,49,住院,15-24,屏東縣,0,61
2010,49,住院,15-24,苗栗縣,0,20
2010,49,住院,15-24,桃園市,3,222
2010,49,住院,15-24,高雄市,6,202
2010,49,住院,15-24,基隆市,2,34
2010,49,住院,15-24,連江縣,0,1
2010,49,住院,15-24,雲林縣,4,19
2010,49,住院,15-24,新北市,12,149
2010,49,住院,15-24,新竹市,0,48
2010,49,住院,15-24,新竹縣,0,21
2010,49,住院,15-24,嘉義市,1,20
2010,49,住院,15-24,嘉義縣,0,20
2010,49,住院,15-24,彰化縣,4,107
2010,49,住院,25-64,台中市,16,2165
2010,49,住院,25-64,台北市,33,4996
2010,49,住院,25-64,台東縣,0,156
2010,49,住院,25-64,台南市,1,1214
2010,49,住院,25-64,宜蘭縣,2,519
2010,49,住院,25-64,花蓮縣,0,211
2010,49,住院,25-64,金門縣,0,26
2010,49,住院,25-64,南投縣,8,164
2010,49,住院,25-64,屏東縣,1,452
2010,49,住院,25-64,苗栗縣,1,180
2010,49,住院,25-64,桃園市,6,2261
2010,49,住院,25-64,高雄市,51,2505
2010,49,住院,25-64,基隆市,8,348
2010,49,住院,25-64,雲林縣,19,300
2010,49,住院,25-64,新北市,68,1424
2010,49,住院,25-64,新竹市,1,446
2010,49,住院,25-64,新竹縣,0,150
2010,49,住院,25-64,嘉義市,3,275
2010,49,住院,25-64,嘉義縣,0,338
2010,49,住院,25-64,彰化縣,11,1196
2010,49,住院,25-64,澎湖縣,0,17
2010,49,住院,5-14,台中市,3,143
2010,49,住院,5-14,台北市,4,300
2010,49,住院,5-14,台東縣,0,11
2010,49,住院,5-14,台南市,0,30
2010,49,住院,5-14,宜蘭縣,2,57
2010,49,住院,5-14,花蓮縣,0,3
2010,49,住院,5-14,金門縣,0,3
2010,49,住院,5-14,南投縣,0,13
2010,49,住院,5-14,屏東縣,1,26
2010,49,住院,5-14,苗栗縣,0,8
2010,49,住院,5-14,桃園市,0,147
2010,49,住院,5-14,高雄市,0,149
2010,49,住院,5-14,基隆市,0,27
2010,49,住院,5-14,雲林縣,0,10
2010,49,住院,5-14,新北市,1,46
2010,49,住院,5-14,新竹市,2,32
2010,49,住院,5-14,新竹縣,0,16
2010,49,住院,5-14,嘉義市,0,11
2010,49,住院,5-14,嘉義縣,0,23
2010,49,住院,5-14,彰化縣,4,93
2010,49,住院,65+,台中市,2,974
2010,49,住院,65+,台北市,7,2866
2010,49,住院,65+,台東縣,2,114
2010,49,住院,65+,台南市,0,593
2010,49,住院,65+,宜蘭縣,0,413
2010,49,住院,65+,花蓮縣,0,125
2010,49,住院,65+,金門縣,1,25
2010,49,住院,65+,南投縣,0,143
2010,49,住院,65+,屏東縣,1,284
2010,49,住院,65+,苗栗縣,0,149
2010,49,住院,65+,桃園市,0,1222
2010,49,住院,65+,高雄市,0,1275
2010,49,住院,65+,基隆市,0,290
2010,49,住院,65+,雲林縣,0,234
2010,49,住院,65+,新北市,6,776
2010,49,住院,65+,新竹市,0,246
2010,49,住院,65+,新竹縣,0,122
2010,49,住院,65+,嘉義市,0,138
2010,49,住院,65+,嘉義縣,0,327
2010,49,住院,65+,彰化縣,3,798
2010,49,住院,65+,澎湖縣,0,4
2010,49,門診,0-4,台中市,10962,55889
2010,49,門診,0-4,台北市,7565,32603
2010,49,門診,0-4,台東縣,1174,2320
2010,49,門診,0-4,台南市,6350,33427
2010,49,門診,0-4,宜蘭縣,2381,7187
2010,49,門診,0-4,花蓮縣,1049,5000
2010,49,門診,0-4,金門縣,381,1279
2010,49,門診,0-4,南投縣,2189,9310
2010,49,門診,0-4,屏東縣,2710,13013
2010,49,門診,0-4,苗栗縣,2121,8697
2010,49,門診,0-4,桃園市,8250,37836
2010,49,門診,0-4,高雄市,10697,44198
2010,49,門診,0-4,基隆市,1072,5160
2010,49,門診,0-4,連江縣,10,65
2010,49,門診,0-4,雲林縣,3026,13262
2010,49,門診,0-4,新北市,19005,67943
2010,49,門診,0-4,新竹市,1769,10144
2010,49,門診,0-4,新竹縣,2661,9761
2010,49,門診,0-4,嘉義市,1600,8426
2010,49,門診,0-4,嘉義縣,1333,4959
2010,49,門診,0-4,彰化縣,5403,26518
2010,49,門診,0-4,澎湖縣,181,1599
2010,49,門診,15-24,台中市,8176,56424
2010,49,門診,15-24,台北市,6636,44095
2010,49,門診,15-24,台東縣,518,2022
2010,49,門診,15-24,台南市,4349,35089
2010,49,門診,15-24,宜蘭縣,1137,6375
2010,49,門診,15-24,花蓮縣,706,5445
2010,49,門診,15-24,金門縣,254,1315
2010,49,門診,15-24,南投縣,1064,6709
2010,49,門診,15-24,屏東縣,1974,12430
2010,49,門診,15-24,苗栗縣,1254,7451
2010,49,門診,15-24,桃園市,5021,34339
2010,49,門診,15-24,高雄市,7427,51150
2010,49,門診,15-24,基隆市,1100,6101
2010,49,門診,15-24,連江縣,33,244
2010,49,門診,15-24,雲林縣,1642,10421
2010,49,門診,15-24,新北市,12002,65870
2010,49,門診,15-24,新竹市,1048,9071
2010,49,門診,15-24,新竹縣,1408,6511
2010,49,門診,15-24,嘉義市,737,7974
2010,49,門診,15-24,嘉義縣,1175,5093
2010,49,門診,15-24,彰化縣,2862,19894
2010,49,門診,15-24,澎湖縣,235,2123
2010,49,門診,25-64,台中市,32806,319237
2010,49,門診,25-64,台北市,29072,316497
2010,49,門診,25-64,台東縣,2121,17169
2010,49,門診,25-64,台南市,18609,214768
2010,49,門診,25-64,宜蘭縣,4592,42411
2010,49,門診,25-64,花蓮縣,3055,35561
2010,49,門診,25-64,金門縣,949,6636
2010,49,門診,25-64,南投縣,5356,47702
2010,49,門診,25-64,屏東縣,8667,84030
2010,49,門診,25-64,苗栗縣,5525,47111
2010,49,門診,25-64,桃園市,20158,202312
2010,49,門診,25-64,高雄市,34400,346357
2010,49,門診,25-64,基隆市,4915,42905
2010,49,門診,25-64,連江縣,33,476
2010,49,門診,25-64,雲林縣,7482,71020
2010,49,門診,25-64,新北市,54009,396309
2010,49,門診,25-64,新竹市,4485,53564
2010,49,門診,25-64,新竹縣,6040,38774
2010,49,門診,25-64,嘉義市,3412,51747
2010,49,門診,25-64,嘉義縣,4683,38923
2010,49,門診,25-64,彰化縣,12561,127298
2010,49,門診,25-64,澎湖縣,1047,14469
2010,49,門診,5-14,台中市,13557,78325
2010,49,門診,5-14,台北市,10300,50710
2010,49,門診,5-14,台東縣,1152,3205
2010,49,門診,5-14,台南市,7515,44405
2010,49,門診,5-14,宜蘭縣,2645,10017
2010,49,門診,5-14,花蓮縣,1347,7049
2010,49,門診,5-14,金門縣,488,1824
2010,49,門診,5-14,南投縣,2680,13014
2010,49,門診,5-14,屏東縣,3593,18585
2010,49,門診,5-14,苗栗縣,2537,11047
2010,49,門診,5-14,桃園市,8649,50176
2010,49,門診,5-14,高雄市,13377,66537
2010,49,門診,5-14,基隆市,1508,8183
2010,49,門診,5-14,連江縣,12,86
2010,49,門診,5-14,雲林縣,3729,18419
2010,49,門診,5-14,新北市,22451,94214
2010,49,門診,5-14,新竹市,1649,11726
2010,49,門診,5-14,新竹縣,2909,11667
2010,49,門診,5-14,嘉義市,1834,11890
2010,49,門診,5-14,嘉義縣,2350,8875
2010,49,門診,5-14,彰化縣,6024,33655
2010,49,門診,5-14,澎湖縣,343,2870
2010,49,門診,65+,台中市,6977,103810
2010,49,門診,65+,台北市,7000,139627
2010,49,門診,65+,台東縣,1060,10666
2010,49,門診,65+,台南市,5313,92726
2010,49,門診,65+,宜蘭縣,1707,25079
2010,49,門診,65+,花蓮縣,1054,18268
2010,49,門診,65+,金門縣,259,3049
2010,49,門診,65+,南投縣,2065,26121
2010,49,門診,65+,屏東縣,3572,46752
2010,49,門診,65+,苗栗縣,1702,24907
2010,49,門診,65+,桃園市,4305,66845
2010,49,門診,65+,高雄市,8903,137371
2010,49,門診,65+,基隆市,1743,20104
2010,49,門診,65+,連江縣,5,127
2010,49,門診,65+,雲林縣,2532,38852
2010,49,門診,65+,新北市,10164,108816
2010,49,門診,65+,新竹市,849,17366
2010,49,門診,65+,新竹縣,1342,15405
2010,49,門診,65+,嘉義市,1015,23458
2010,49,門診,65+,嘉義縣,2262,27469
2010,49,門診,65+,彰化縣,3546,57102
2010,49,門診,65+,澎湖縣,352,7981
2010,50,住院,0-4,台中市,1,180
2010,50,住院,0-4,台北市,23,432
2010,50,住院,0-4,台東縣,1,13
2010,50,住院,0-4,台南市,0,35
2010,50,住院,0-4,宜蘭縣,1,87
2010,50,住院,0-4,花蓮縣,0,16
2010,50,住院,0-4,金門縣,3,6
2010,50,住院,0-4,南投縣,0,15
2010,50,住院,0-4,屏東縣,2,24
2010,50,住院,0-4,苗栗縣,0,6
2010,50,住院,0-4,桃園市,0,263
2010,50,住院,0-4,高雄市,0,205
2010,50,住院,0-4,基隆市,0,49
2010,50,住院,0-4,連江縣,0,1
2010,50,住院,0-4,雲林縣,1,3
2010,50,住院,0-4,新北市,1,105
2010,50,住院,0-4,新竹市,0,72
2010,50,住院,0-4,新竹縣,0,16
2010,50,住院,0-4,嘉義市,0,24
2010,50,住院,0-4,嘉義縣,0,39
2010,50,住院,0-4,彰化縣,10,143
2010,50,住院,15-24,台中市,4,245
2010,50,住院,15-24,台北市,2,341
2010,50,住院,15-24,台東縣,0,15
2010,50,住院,15-24,台南市,1,75
2010,50,住院,15-24,宜蘭縣,0,55
2010,50,住院,15-24,花蓮縣,0,34
2010,50,住院,15-24,金門縣,0,9
2010,50,住院,15-24,南投縣,5,23
2010,50,住院,15-24,屏東縣,0,58
2010,50,住院,15-24,苗栗縣,0,20
2010,50,住院,15-24,桃園市,0,226
2010,50,住院,15-24,高雄市,6,213
2010,50,住院,15-24,基隆市,1,29
2010,50,住院,15-24,連江縣,0,3
2010,50,住院,15-24,雲林縣,3,22
2010,50,住院,15-24,新北市,17,145
2010,50,住院,15-24,新竹市,0,33
2010,50,住院,15-24,新竹縣,0,15
2010,50,住院,15-24,嘉義市,1,23
2010,50,住院,15-24,嘉義縣,0,23
2010,50,住院,15-24,彰化縣,4,105
2010,50,住院,15-24,澎湖縣,0,2
2010,50,住院,25-64,台中市,10,2114
2010,50,住院,25-64,台北市,15,4946
2010,50,住院,25-64,台東縣,1,158
2010,50,住院,25-64,台南市,5,1209
2010,50,住院,25-64,宜蘭縣,3,531
2010,50,住院,25-64,花蓮縣,0,250
2010,50,住院,25-64,金門縣,0,23
2010,50,住院,25-64,南投縣,7,192
2010,50,住院,25-64,屏東縣,2,471
2010,50,住院,25-64,苗栗縣,0,170
2010,50,住院,25-64,桃園市,8,2165
2010,50,住院,25-64,高雄市,54,2600
2010,50,住院,25-64,基隆市,8,329
2010,50,住院,25-64,連江縣,0,1
2010,50,住院,25-64,雲林縣,23,266
2010,50,住院,25-64,新北市,60,1681
2010,50,住院,25-64,新竹市,1,381
2010,50,住院,25-64,新竹縣,0,139
2010,50,住院,25-64,嘉義市,9,308
2010,50,住院,25-64,嘉義縣,0,315
2010,50,住院,25-64,彰化縣,18,1122
2010,50,住院,25-64,澎湖縣,0,17
2010,50,住院,5-14,台中市,1,112
2010,50,住院,5-14,台北市,6,297
2010,50,住院,5-14,台東縣,1,18
2010,50,住院,5-14,台南市,1,27
2010,50,住院,5-14,宜蘭縣,0,77
2010,50,住院,5-14,花蓮縣,0,11
2010,50,住院,5-14,金門縣,0,2
2010,50,住院,5-14,南投縣,0,11
2010,50,住院,5-14,屏東縣,2,20
2010,50,住院,5-14,苗栗縣,0,8
2010,50,住院,5-14,桃園市,1,178
2010,50,住院,5-14,高雄市,0,145
2010,50,住院,5-14,基隆市,1,26
2010,50,住院,5-14,雲林縣,0,3
2010,50,住院,5-14,新北市,0,81
2010,50,住院,5-14,新竹市,0,41
2010,50,住院,5-14,新竹縣,0,10
2010,50,住院,5-14,嘉義市,0,17
2010,50,住院,5-14,嘉義縣,0,24
2010,50,住院,5-14,彰化縣,5,97
2010,50,住院,5-14,澎湖縣,0,1
2010,50,住院,65+,台中市,2,1012
2010,50,住院,65+,台北市,6,2927
2010,50,住院,65+,台東縣,0,122
2010,50,住院,65+,台南市,2,628
2010,50,住院,65+,宜蘭縣,1,421
2010,50,住院,65+,花蓮縣,0,109
2010,50,住院,65+,金門縣,0,20
2010,50,住院,65+,南投縣,0,152
2010,50,住院,65+,屏東縣,0,292
2010,50,住院,65+,苗栗縣,0,163
2010,50,住院,65+,桃園市,1,1193
2010,50,住院,65+,高雄市,0,1271
2010,50,住院,65+,基隆市,0,320
2010,50,住院,65+,雲林縣,0,233
2010,50,住院,65+,新北市,10,913
2010,50,住院,65+,新竹市,0,274
2010,50,住院,65+,新竹縣,0,123
2010,50,住院,65+,嘉義市,0,141
2010,50,住院,65+,嘉義縣,0,310
2010,50,住院,65+,彰化縣,1,836
2010,50,住院,65+,澎湖縣,0,5
2010,50,門診,0-4,台中市,10435,53176
2010,50,門診,0-4,台北市,7602,31816
2010,50,門診,0-4,台東縣,1202,2373
2010,50,門診,0-4,台南市,5921,32145
2010,50,門診,0-4,宜蘭縣,2182,6580
2010,50,門診,0-4,花蓮縣,1031,4794
2010,50,門診,0-4,金門縣,345,1195
2010,50,門診,0-4,南投縣,2138,8987
2010,50,門診,0-4,屏東縣,2639,12425
2010,50,門診,0-4,苗栗縣,2018,8436
2010,50,門診,0-4,桃園市,7683,35686
2010,50,門診,0-4,高雄市,9940,42520
2010,50,門診,0-4,基隆市,1011,4887
2010,50,門診,0-4,連江縣,7,69
2010,50,門診,0-4,雲林縣,2907,12623
2010,50,門診,0-4,新北市,17546,61949
2010,50,門診,0-4,新竹市,1603,9449
2010,50,門診,0-4,新竹縣,2501,9506
2010,50,門診,0-4,嘉義市,1532,7894
2010,50,門診,0-4,嘉義縣,1303,4862
2010,50,門診,0-4,彰化縣,5148,25388
2010,50,門診,0-4,澎湖縣,194,1464
2010,50,門診,15-24,台中市,8064,54706
2010,50,門診,15-24,台北市,6910,43812
2010,50,門診,15-24,台東縣,522,2035
2010,50,門診,15-24,台南市,4112,33680
2010,50,門診,15-24,宜蘭縣,1037,6074
2010,50,門診,15-24,花蓮縣,662,5387
2010,50,門診,15-24,金門縣,292,1390
2010,50,門診,15-24,南投縣,1038,6322
2010,50,門診,15-24,屏東縣,1839,11761
2010,50,門診,15-24,苗栗縣,1242,6934
2010,50,門診,15-24,桃園市,4988,33630
2010,50,門診,15-24,高雄市,6831,49007
2010,50,門診,15-24,基隆市,1042,5875
2010,50,門診,15-24,連江縣,44,287
2010,50,門診,15-24,雲林縣,1581,9774
2010,50,門診,15-24,新北市,12164,63469
2010,50,門診,15-24,新竹市,923,8428
2010,50,門診,15-24,新竹縣,1345,6271
2010,50,門診,15-24,嘉義市,743,7697
2010,50,門診,15-24,嘉義縣,1040,4820
2010,50,門診,15-24,彰化縣,2758,19512
2010,50,門診,15-24,澎湖縣,211,2110
2010,50,門診,25-64,台中市,30957,302900
2010,50,門診,25-64,台北市,28214,311265
2010,50,門診,25-64,台東縣,2266,17131
2010,50,門診,25-64,台南市,17539,204643
2010,50,門診,25-64,宜蘭縣,4212,39219
2010,50,門診,25-64,花蓮縣,3093,34708
2010,50,門診,25-64,金門縣,882,6383
2010,50,門診,25-64,南投縣,5070,44321
2010,50,門診,25-64,屏東縣,8390,80577
2010,50,門診,25-64,苗栗縣,5020,43592
2010,50,門診,25-64,桃園市,18779,190879
2010,50,門診,25-64,高雄市,31860,331834
2010,50,門診,25-64,基隆市,4526,40136
2010,50,門診,25-64,連江縣,22,447
2010,50,門診,25-64,雲林縣,6818,66927
2010,50,門診,25-64,新北市,51179,367900
2010,50,門診,25-64,新竹市,3879,49012
2010,50,門診,25-64,新竹縣,5607,36257
2010,50,門診,25-64,嘉義市,3292,50071
2010,50,門診,25-64,嘉義縣,4424,37023
2010,50,門診,25-64,彰化縣,12046,122623
2010,50,門診,25-64,澎湖縣,964,13224
2010,50,門診,5-14,台中市,13997,78243
2010,50,門診,5-14,台北市,10326,50016
2010,50,門診,5-14,台東縣,1394,3546
2010,50,門診,5-14,台南市,7578,44073
2010,50,門診,5-14,宜蘭縣,2496,9200
2010,50,門診,5-14,花蓮縣,1415,6972
2010,50,門診,5-14,金門縣,457,1755
2010,50,門診,5-14,南投縣,2591,12404
2010,50,門診,5-14,屏東縣,3512,18035
2010,50,門診,5-14,苗栗縣,2370,10527
2010,50,門診,5-14,桃園市,9145,49508
2010,50,門診,5-14,高雄市,13466,66142
2010,50,門診,5-14,基隆市,1469,7932
2010,50,門診,5-14,連江縣,10,61
2010,50,門診,5-14,雲林縣,3843,18271
2010,50,門診,5-14,新北市,23033,92275
2010,50,門診,5-14,新竹市,1691,11617
2010,50,門診,5-14,新竹縣,2908,11364
2010,50,門診,5-14,嘉義市,1871,11766
2010,50,門診,5-14,嘉義縣,2422,8787
2010,50,門診,5-14,彰化縣,6246,34878
2010,50,門診,5-14,澎湖縣,334,2601
2010,50,門診,65+,台中市,6664,98274
2010,50,門診,65+,台北市,6651,134420
2010,50,門診,65+,台東縣,1019,10340
2010,50,門診,65+,台南市,4966,86511
2010,50,門診,65+,宜蘭縣,1489,23087
2010,50,門診,65+,花蓮縣,1097,17730
2010,50,門診,65+,金門縣,224,2717
